p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
6.79536138403e-08	2.36478576164e-05	GO:0031100	b	4	animal organ regeneration	133; 1017; 1026; 3976; 4837; 6347; 9021	ENSG00000108691; ENSG00000148926; ENSG00000184557; ENSG00000124762; ENSG00000123374; ENSG00000128342; ENSG00000166741	84	84
3.08689214836e-07	2.16082450385e-05	GO:0006950	b	2	response to stress	133; 604; 875; 1017; 1026; 1281; 2920; 3569; 4170; 4502; 4616; 4671; 4720; 4792; 5054; 6347; 6648; 7494; 7538; 8061; 8870; 9021; 9064; 10985; 80271; 29923; 51129; 51330; 85456; 23764; 23780; 57506; 64332; 25865; 60561; 1263	ENSG00000088888; ENSG00000143384; ENSG00000142733; ENSG00000105287; ENSG00000112096; ENSG00000108691; ENSG00000135249; ENSG00000128335; ENSG00000185022; ENSG00000175592; ENSG00000135245; ENSG00000124762; ENSG00000086544; ENSG00000125148; ENSG00000128016; ENSG00000106366; ENSG00000100219; ENSG00000081041; ENSG00000149115; ENSG00000100906; ENSG00000173846; ENSG00000158864; ENSG00000123374; ENSG00000136244; ENSG00000089154; ENSG00000148926; ENSG00000249437; ENSG00000167772; ENSG00000184557; ENSG00000113916; ENSG00000006327; ENSG00000160200; ENSG00000099860; ENSG00000168542; ENSG00000137331; ENSG00000144802	3759	3733
9.11398140314e-07	0.000251545886727	GO:0060548	b	5	negative regulation of cell death	604; 1026; 1263; 1440; 3569; 4170; 4671; 4792; 5054; 6347; 6648; 7494; 8870; 9021; 51129; 23529	ENSG00000108691; ENSG00000100906; ENSG00000249437; ENSG00000175505; ENSG00000137331; ENSG00000167772; ENSG00000143384; ENSG00000184557; ENSG00000113916; ENSG00000124762; ENSG00000173846; ENSG00000108342; ENSG00000136244; ENSG00000106366; ENSG00000100219; ENSG00000112096	895	892
1.17927555459e-06	0.000141496032861	GO:0034097	b	4	response to cytokine	1281; 1440; 2920; 3569; 4170; 4501; 4502; 4792; 6347; 7494; 8061; 9021; 51330; 23529; 57506	ENSG00000081041; ENSG00000187193; ENSG00000100906; ENSG00000088888; ENSG00000108691; ENSG00000143384; ENSG00000184557; ENSG00000175592; ENSG00000006327; ENSG00000108342; ENSG00000125148; ENSG00000168542; ENSG00000136244; ENSG00000100219; ENSG00000175505	799	798
1.21979338673e-06	0.000141496032861	GO:0032496	b	4	response to lipopolysaccharide	133; 1440; 2920; 3569; 4792; 5054; 6347; 6648; 7494; 9021	ENSG00000081041; ENSG00000108691; ENSG00000100906; ENSG00000148926; ENSG00000184557; ENSG00000108342; ENSG00000136244; ENSG00000106366; ENSG00000100219; ENSG00000112096	326	326
1.78091120175e-06	0.000154939274553	GO:0002237	b	4	response to molecule of bacterial origin	133; 1440; 2920; 3569; 4792; 5054; 6347; 6648; 7494; 9021	ENSG00000081041; ENSG00000108691; ENSG00000100906; ENSG00000148926; ENSG00000184557; ENSG00000108342; ENSG00000136244; ENSG00000106366; ENSG00000100219; ENSG00000112096	340	340
3.19971396115e-06	0.000222700091696	GO:0010941	b	4	regulation of cell death	133; 604; 1026; 1440; 3569; 4170; 4616; 4671; 4792; 5054; 6347; 6648; 7494; 8061; 8870; 9021; 51129; 51330; 23529; 1263	ENSG00000108691; ENSG00000100906; ENSG00000148926; ENSG00000249437; ENSG00000173846; ENSG00000137331; ENSG00000167772; ENSG00000143384; ENSG00000184557; ENSG00000113916; ENSG00000006327; ENSG00000175592; ENSG00000124762; ENSG00000175505; ENSG00000099860; ENSG00000108342; ENSG00000136244; ENSG00000106366; ENSG00000100219; ENSG00000112096	1500	1496
3.87897688646e-06	0.000277259221749	GO:0009991	b	3	response to extracellular stimulus	133; 875; 1026; 3569; 6347; 6648; 7494; 7538; 8061; 9021; 10985	ENSG00000108691; ENSG00000148926; ENSG00000128016; ENSG00000184557; ENSG00000175592; ENSG00000124762; ENSG00000160200; ENSG00000136244; ENSG00000089154; ENSG00000100219; ENSG00000112096	460	460
3.97533968847e-06	0.000282931339135	GO:0045765	b	5	regulation of angiogenesis	133; 3569; 3976; 5054; 6347; 51129; 51330; 25865	ENSG00000108691; ENSG00000148926; ENSG00000167772; ENSG00000006327; ENSG00000136244; ENSG00000105287; ENSG00000106366; ENSG00000128342	217	217
4.7540944258e-06	0.000282931339135	GO:0010043	b	5	response to zinc ion	4489; 4499; 4501; 4502; 6648	ENSG00000205362; ENSG00000187193; ENSG00000125148; ENSG00000205364; ENSG00000112096	58	58
